t,dt,f,v_true
30.96,0.02,-0.3861899,35.45836
30.98,0.02,5.966064,35.45141
31,0.02,1.106101,35.5831
31.02,0.02,1.144683,35.64213
31.04,0.02,0,35.70295
31.06,0.02,0,35.74194
31.08,0.02,0,35.78196
31.1,0.02,0,35.82302
31.12,0.02,0,35.8651
31.14,0.02,0,35.90821
31.16,0.02,0,35.95233
31.18,0.02,0,35.99747
31.2,0.02,0,36.04362
31.22,0.02,0,36.09078
31.24,0.02,0,36.13894
31.26,0.02,0,36.1881
31.28,0.02,0,36.23826
31.3,0.02,0,36.28941
31.32,0.02,0,36.34154
31.34,0.02,0,36.39466
31.36,0.02,0,36.44876
31.38,0.02,0,36.50383
31.4,0.02,0,36.55987
31.42,0.02,0,36.61688
31.44,0.02,0,36.67485
31.46,0.02,0,36.73377
31.48,0.02,0,36.79365
31.5,0.02,0,36.85447
31.52,0.02,0,36.91624
31.54,0.02,0,36.97894
31.56,0.02,0,37.04258
31.58,0.02,0,37.10715
31.6,0.02,0,37.17263
31.62,0.02,0,37.23904
31.64,0.02,0,37.30636
31.66,0.02,0,37.37459
31.68,0.02,0,37.44373
31.7,0.02,0,37.51376
31.72,0.02,0,37.58469
31.74,0.02,0,37.6565
31.76,0.02,0,37.7292
31.78,0.02,0,37.80278
31.8,0.02,0,37.87723
31.82,0.02,0,37.95255
31.84,0.02,0,38.02873
31.86,0.02,0,38.10577
31.88,0.02,0,38.18366
31.9,0.02,0,38.2624
31.92,0.02,0,38.34198
31.94,0.02,0,38.4224
31.96,0.02,0,38.50365
31.98,0.02,0,38.58573
32,0.02,0,38.66862
32.02,0.02,0,38.75234
32.04,0.02,0,38.83686
32.06,0.02,0,38.9222
32.08,0.02,0,39.00833
32.1,0.02,0,39.09525
32.12,0.02,0,39.18297
32.14,0.02,0,39.27147
32.16,0.02,0,39.36074
32.18,0.02,0,39.4508
32.2,0.02,0,39.54162
32.22,0.02,0,39.6332
32.24,0.02,0,39.72554
32.26,0.02,0,39.81864
32.28,0.02,0,39.91248
32.3,0.02,0,40.00706
32.32,0.02,0,40.10238
32.34,0.02,0,40.19844
32.36,0.02,0,40.29522
32.38,0.02,0,40.39272
32.4,0.02,0,40.49093
32.42,0.02,0,40.58986
32.44,0.02,0,40.68949
32.46,0.02,0,40.78982
32.48,0.02,0,40.89085
32.5,0.02,0,40.99257
32.52,0.02,0,41.09497
32.54,0.02,0,41.19805
32.56,0.02,0,41.30181
32.58,0.02,0,41.40623
32.6,0.02,0,41.51133
32.62,0.02,0,41.61708
32.64,0.02,0,41.72348
32.66,0.02,0,41.83054
32.68,0.02,0,41.93824
32.7,0.02,0,42.04658
32.72,0.02,0,42.15555
32.74,0.02,0,42.26515
32.76,0.02,0,42.37538
32.78,0.02,0,42.48623
32.8,0.02,0,42.59769
32.82,0.02,0,42.70977
32.84,0.02,0,42.82245
32.86,0.02,0,42.93573
32.88,0.02,0,43.04961
32.9,0.02,0,43.16408
32.92,0.02,0,43.27913
32.94,0.02,0,43.39477
32.96,0.02,0,43.51098
32.98,0.02,0,43.62777
33,0.02,0,43.74512
33.02,0.02,0,43.86304
33.04,0.02,0,43.98152
33.06,0.02,0,44.10056
33.08,0.02,0,44.22014
33.1,0.02,0,44.34027
33.12,0.02,0,44.46094
33.14,0.02,0,44.58214
33.16,0.02,0,44.70388
33.18,0.02,0,44.82615
33.2,0.02,0,44.94894
33.22,0.02,0,45.07225
33.24,0.02,0,45.19608
33.26,0.02,0,45.32041
33.28,0.02,0,45.44526
33.3,0.02,0,45.5706
33.32,0.02,0,45.69645
